0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
233.14285714285714,266.44897959183675,299.7551020408163,266.44897959183675,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,155.42857142857142,155.42857142857142,177.6326530612245,188.73469387755102,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,480.0,521.7391304347826,563.4782608695652,563.4782608695652,521.7391304347826,542.6086956521739,563.4782608695652,0
233.14285714285714,266.44897959183675,299.7551020408163,266.44897959183675,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,155.42857142857142,155.42857142857142,177.6326530612245,188.73469387755102,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,480.0,521.7391304347826,563.4782608695652,563.4782608695652,521.7391304347826,542.6086956521739,563.4782608695652,0
233.14285714285714,266.44897959183675,299.7551020408163,266.44897959183675,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,155.42857142857142,155.42857142857142,177.6326530612245,188.73469387755102,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,480.0,521.7391304347826,563.4782608695652,563.4782608695652,521.7391304347826,542.6086956521739,563.4782608695652,0
233.14285714285714,266.44897959183675,299.7551020408163,266.44897959183675,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,155.42857142857142,155.42857142857142,177.6326530612245,188.73469387755102,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,480.0,521.7391304347826,563.4782608695652,563.4782608695652,521.7391304347826,542.6086956521739,563.4782608695652,0
244.24489795918367,266.44897959183675,299.7551020408163,255.3469387755102,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,210.9387755102041,155.42857142857142,155.42857142857142,177.6326530612245,199.83673469387756,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,521.7391304347826,542.6086956521739,500.8695652173913,542.6086956521739,563.4782608695652,563.4782608695652,542.6086956521739,542.6086956521739,563.4782608695652,0
233.14285714285714,266.44897959183675,299.7551020408163,255.3469387755102,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,155.42857142857142,155.42857142857142,188.73469387755102,199.83673469387756,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,500.8695652173913,542.6086956521739,563.4782608695652,563.4782608695652,542.6086956521739,542.6086956521739,584.3478260869565,0
244.24489795918367,266.44897959183675,299.7551020408163,255.3469387755102,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,155.42857142857142,155.42857142857142,188.73469387755102,188.73469387755102,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,500.8695652173913,542.6086956521739,563.4782608695652,563.4782608695652,542.6086956521739,542.6086956521739,584.3478260869565,0
244.24489795918367,266.44897959183675,299.7551020408163,255.3469387755102,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,166.53061224489795,155.42857142857142,177.6326530612245,199.83673469387756,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,500.8695652173913,542.6086956521739,563.4782608695652,563.4782608695652,542.6086956521739,542.6086956521739,584.3478260869565,0
244.24489795918367,266.44897959183675,299.7551020408163,255.3469387755102,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,166.53061224489795,155.42857142857142,177.6326530612245,199.83673469387756,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,500.8695652173913,542.6086956521739,563.4782608695652,563.4782608695652,542.6086956521739,542.6086956521739,584.3478260869565,0
244.24489795918367,266.44897959183675,299.7551020408163,255.3469387755102,222.0408163265306,244.24489795918367,233.14285714285714,233.14285714285714,222.0408163265306,199.83673469387756,188.73469387755102,199.83673469387756,222.0408163265306,166.53061224489795,155.42857142857142,188.73469387755102,199.83673469387756,133.22448979591837,122.12244897959184,144.3265306122449,166.53061224489795,0,688.695652173913,605.2173913043479,542.6086956521739,500.8695652173913,480.0,459.1304347826087,396.5217391304348,333.9130434782609,292.17391304347825,500.8695652173913,459.1304347826087,500.8695652173913,542.6086956521739,542.6086956521739,500.8695652173913,542.6086956521739,563.4782608695652,563.4782608695652,542.6086956521739,542.6086956521739,584.3478260869565,0
